WD13CD,Ward name,Borough name,Open Space,Local Parks,District Parks,Metropolitan Parks,Regional Parks,Percentage of households with access to:
E05000064,Barnehurst,Bexley,32.9,66.4,21.0,20.4,0.0,
E05000065,Belvedere,Bexley,61.2,48.8,0.0,91.4,0.0,
E05000066,Blackfen and Lamorbey,Bexley,71.0,28.0,35.0,91.2,0.0,
E05000067,Blendon and Penhill,Bexley,41.2,55.5,0.0,100.0,0.0,
E05000068,Brampton,Bexley,10.8,12.2,0.0,81.5,0.0,
E05000069,Christchurch,Bexley,24.5,28.6,16.1,89.9,0.0,
E05000070,Colyers,Bexley,56.0,41.0,0.0,18.9,0.0,
E05000071,Crayford,Bexley,86.4,21.9,24.4,44.8,0.0,
E05000072,Cray Meadows,Bexley,56.5,25.3,0.0,100.0,0.0,
E05000073,Danson Park,Bexley,0.0,43.7,3.8,100.0,0.0,
E05000074,East Wickham,Bexley,44.0,9.0,68.2,93.3,0.0,
E05000075,Erith,Bexley,78.3,46.8,0.0,87.2,0.0,
E05000076,Falconwood and Welling,Bexley,6.2,4.7,15.9,100.0,0.0,
E05000077,Lesnes Abbey,Bexley,44.9,34.5,30.5,100.0,0.0,
E05000078,Longlands,Bexley,54.9,58.4,0.0,77.9,0.0,
E05000079,North End,Bexley,47.4,50.2,0.0,99.1,0.0,
E05000080,Northumberland Heath,Bexley,85.1,31.2,0.0,72.5,0.0,
E05000081,St. Mary's,Bexley,71.9,23.3,25.2,99.4,0.0,
E05000082,St. Michael's,Bexley,34.1,0.0,48.6,100.0,0.0,
E05000083,Sidcup,Bexley,45.9,59.7,0.0,90.9,0.0,
E05000084,Thamesmead East,Bexley,73.2,46.0,52.7,55.4,0.0,
E05000085,Alperton,Brent,56.6,39.7,0.6,40.1,0.0,
E05000086,Barnhill,Brent,15.1,60.7,0.1,100.0,0.0,
E05000087,Brondesbury Park,Brent,3.8,39.6,0.2,6.9,0.0,
E05000088,Dollis Hill,Brent,0.3,21.7,99.1,0.0,0.0,
E05000089,Dudden Hill,Brent,32.8,37.1,84.9,5.2,0.0,
E05000090,Fryent,Brent,43.7,59.9,26.4,100.0,0.0,
E05000091,Harlesden,Brent,18.4,18.6,0.0,34.3,0.0,
E05000092,Kensal Green,Brent,8.6,34.5,0.0,100.0,0.0,
E05000093,Kenton,Brent,23.9,43.9,25.3,80.0,0.0,
E05000094,Kilburn,Brent,54.6,52.5,0.0,0.1,0.0,
E05000095,Mapesbury,Brent,31.0,11.0,69.2,14.7,0.0,
E05000096,Northwick Park,Brent,20.7,0.6,100.0,37.9,0.0,
E05000097,Preston,Brent,0.0,45.0,37.0,93.2,0.0,
E05000098,Queens Park,Brent,28.6,51.9,0.0,46.7,0.0,
E05000099,Queensbury,Brent,39.2,46.4,0.0,95.5,0.0,
E05000100,Stonebridge,Brent,44.0,51.8,0.0,0.0,0.0,
E05000101,Sudbury,Brent,21.4,44.0,92.4,90.2,0.0,
E05000102,Tokyngton,Brent,52.8,41.6,0.0,46.4,0.0,
E05000103,Welsh Harp,Brent,24.1,77.6,42.1,90.9,0.0,
E05000104,Wembley Central,Brent,51.5,29.7,6.1,54.8,0.0,
E05000105,Willesden Green,Brent,40.5,46.1,51.0,0.3,0.0,
E05000106,Bickley,Bromley,36.2,12.3,42.9,55.9,0.0,
E05000107,Biggin Hill,Bromley,48.2,12.2,0.0,0.0,0.0,
E05000108,Bromley Common and Keston,Bromley,53.0,54.5,40.3,87.1,0.0,
E05000109,Bromley Town,Bromley,33.6,34.1,0.0,96.1,0.0,
E05000110,Chelsfield and Pratts Bottom,Bromley,67.5,41.9,27.7,65.3,0.0,
E05000111,Chislehurst,Bromley,35.9,9.6,93.0,66.4,0.0,
E05000112,Clock House,Bromley,28.9,38.5,78.7,82.1,0.0,
E05000113,Copers Cope,Bromley,29.8,4.1,45.3,100.0,0.0,
E05000114,Cray Valley East,Bromley,70.2,19.6,1.0,81.9,0.0,
E05000115,Cray Valley West,Bromley,62.8,21.3,71.1,100.0,0.0,
E05000116,Crystal Palace,Bromley,20.9,59.1,2.9,100.0,0.0,
E05000117,Darwin,Bromley,62.7,9.2,3.2,33.7,0.0,
E05000118,Farnborough and Crofton,Bromley,59.3,27.8,72.6,38.5,0.0,
E05000119,Hayes and Coney Hall,Bromley,44.7,33.5,17.7,100.0,0.0,
E05000120,Kelsey and Eden Park,Bromley,15.2,30.4,90.4,32.6,0.0,
E05000121,Mottingham and Chislehurst North,Bromley,54.8,24.5,99.9,0.0,0.0,
E05000122,Orpington,Bromley,60.8,24.3,59.2,1.3,0.0,
E05000123,Penge and Cator,Bromley,29.4,54.2,6.4,100.0,0.0,
E05000124,Petts Wood and Knoll,Bromley,30.1,49.5,32.7,72.3,0.0,
E05000125,Plaistow and Sundridge,Bromley,49.5,37.7,0.0,56.2,0.0,
E05000126,Shortlands,Bromley,14.2,34.4,13.7,89.0,0.0,
E05000127,West Wickham,Bromley,23.7,30.2,44.0,65.2,0.0,
E05000128,Belsize,Camden,25.8,34.8,92.4,100.0,0.0,
E05000129,Bloomsbury,Camden,68.8,63.9,0.0,100.0,0.0,
E05000130,Camden Town with Primrose Hill,Camden,72.7,60.0,70.6,100.0,0.0,
E05000131,Cantelowes,Camden,84.5,45.9,0.0,100.0,0.0,
E05000132,Fortune Green,Camden,0.4,70.0,0.0,76.5,0.0,
