Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Blue Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Green Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
6020164,Cycling,BMX - Pump Track,30026035,No,,,No,,,,Concrete,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,True length = 175m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/11/2024 1:20:05 PM,Yes,446350,298091,52.57869,-1.317422,255,8/5/2021 6:40:52 PM,446350,298091
30009731,Cycling,Mountain Bike - Trails,30026048,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,7.242,No,0,No,0,No,0,7.24,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1960,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/6/2025 10:16:32 AM,Yes,458464,515221,54.52892,-1.098146,256,8/9/2021 5:09:13 PM,458464,515221
30009732,Cycling,BMX - Pump Track,30026050,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/28/2024 11:13:41 AM,Yes,287303,79500,50.60429,-3.593921,257,8/10/2021 11:53:03 AM,287303,79500
6011483,Cycling,BMX - Pump Track,30026051,No,,,No,,,,Macadam,No,,,,,,,,2.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2019,No,No,,No,No,,Dawn To Dusk,All Year,,,,9/23/2024 12:04:35 PM,Yes,363998,175268,51.47522,-2.519761,258,8/10/2021 11:59:04 AM,363998,175268
30009733,Cycling,BMX - Pump Track,30026052,No,,,No,,,,Macadam,No,,,,,,,,2.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2019,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/3/2025 9:27:43 AM,Yes,358210,168124,51.41059,-2.602241,259,8/10/2021 12:06:41 PM,358210,168124
6005523,Cycling,BMX - Pump Track,30026053,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/30/2024 12:11:44 PM,Yes,464594,151530,51.25928,-1.075673,260,8/10/2021 12:41:57 PM,464594,151530
30009734,Cycling,BMX - Pump Track,30026054,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2018,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/15/2025 3:40:00 PM,Yes,434768,112541,50.91129,-1.506832,261,8/10/2021 12:55:16 PM,434768,112541
30009739,Cycling,BMX - Pump Track,30026062,No,,,No,,,,Macadam,No,,,,,,,,2.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/16/2023 2:56:10 PM,Yes,478349,155219,51.29073,-0.8777818,262,8/10/2021 2:52:56 PM,478349,155219
6000236,Cycling,BMX - Pump Track,30026063,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2018,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/6/2023 12:40:02 PM,Yes,413843,181534,51.53255,-1.801817,263,8/10/2021 3:25:44 PM,413843,181534
30009740,Cycling,BMX - Pump Track,30026064,No,,,No,,,,Various,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2016,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/15/2023 3:13:36 PM,Yes,361139,171416,51.4404,-2.560491,264,8/10/2021 3:34:12 PM,361139,171416
1205753,Cycling,BMX - Pump Track,30026065,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2012,No,Yes,2020,No,No,,Dawn To Dusk,All Year,,,,5/9/2024 1:16:24 PM,Yes,361291,181048,51.52702,-2.559366,265,8/10/2021 3:39:43 PM,361291,181048
6011123,Cycling,BMX - Pump Track,30026066,No,,,No,,,,Concrete,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1990,Yes,Yes,2020,No,No,,Dawn To Dusk,All Year,,,,12/17/2024 2:37:50 PM,Yes,384097,157294,51.31453,-2.229559,266,8/10/2021 4:03:42 PM,384097,157294
30009741,Cycling,BMX - Pump Track,30026067,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2010,No,Yes,2016,No,No,,Dawn To Dusk,All Year,,,,11/15/2023 3:47:31 PM,Yes,356701,172068,51.44593,-2.624427,267,8/10/2021 4:14:34 PM,356701,172068
1041834,Cycling,BMX - Pump Track,30026068,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2015,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/16/2024 10:41:13 AM,Yes,396336,165033,51.38433,-2.054025,268,8/10/2021 4:21:43 PM,396336,165033
30009742,Cycling,BMX - Pump Track,30026073,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/28/2023 1:59:10 PM,Yes,359911,168075,51.41028,-2.577778,269,8/10/2021 6:08:55 PM,359911,168075
6002944,Cycling,BMX - Pump Track,30026075,No,,,No,,,,Various,No,,,,,,,,2.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1985,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/23/2024 11:16:36 AM,Yes,421150,573159,55.05248,-1.670494,270,8/11/2021 10:08:05 AM,421150,573159
30009743,Cycling,BMX - Pump Track,30026076,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2008,No,Yes,2021,No,No,,Dawn To Dusk,All Year,,,,12/19/2024 11:46:02 AM,Yes,365502,171693,51.44318,-2.497753,271,8/11/2021 10:28:09 AM,365502,171693
30009744,Cycling,BMX - Pump Track,30026077,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/10/2025 2:34:47 PM,Yes,550136,175383,51.45752,0.1596305,272,8/11/2021 10:36:07 AM,550136,175383
6004459,Cycling,BMX - Pump Track,30026079,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/3/2025 4:26:05 PM,Yes,486157,157628,51.31126,-0.76525,273,8/11/2021 11:17:22 AM,486157,157628
1042922,Cycling,BMX - Pump Track,30026080,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/6/2024 1:01:48 PM,Yes,538744,171089,51.42185,-0.005913589,274,8/11/2021 11:39:31 AM,538744,171089
30009745,Cycling,BMX - Pump Track,30026081,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/11/2024 11:35:54 AM,Yes,531000,170023,51.4141,-0.1176207,275,8/11/2021 11:45:05 AM,531000,170023
6001414,Cycling,BMX - Pump Track,30026082,No,,,No,,,,Various,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2010,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/29/2024 1:41:38 PM,Yes,455727,304785,52.63798,-1.177939,276,8/11/2021 11:52:23 AM,455727,304785
30009746,Cycling,BMX - Pump Track,30026084,No,,,No,,,,Concrete,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/20/2024 4:30:25 PM,Yes,385380,355102,53.09295,-2.219761,277,8/11/2021 1:25:40 PM,385380,355102
1009412,Cycling,BMX - Pump Track,30026085,No,,,No,,,,Various,No,,,,,,,,3.3,100,,,,,,,,,,,,,,,,Operational,,Coventry Sports Foundation,,,Free Public Access,Public Access,Trust,Trust,No,No,No,No,No,No,No,No,No,No,No,Lift on site,2009,No,No,,No,No,,Dawn To Dusk,All Year,,,,8/13/2024 12:00:09 PM,Yes,436081,277291,52.39248,-1.471201,278,8/11/2021 1:29:31 PM,436081,277291
30009747,Cycling,BMX - Pump Track,30026086,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/9/2025 2:38:00 PM,Yes,431233,260996,52.24628,-1.543943,279,8/11/2021 1:38:08 PM,431233,260996
6016643,Cycling,BMX - Pump Track,30026087,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,2012,No,Yes,2021,No,No,,Dawn To Dusk,All Year,,,,3/4/2024 12:30:41 PM,Yes,343330,283117,52.44308,-2.83515,280,8/11/2021 1:43:33 PM,343330,283117
30009748,Cycling,BMX - Pump Track,30026088,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,"2025 - Thursday skateboarding /BMX lessons 4pm-7pm - to facilitate the after-school clubs, they close off parts of the skatepark to deliver sessions during the times below.",,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/14/2025 12:26:41 PM,Yes,511495,195460,51.6469,-0.3899173,281,8/11/2021 2:16:06 PM,511495,195460
30009749,Cycling,BMX - Pump Track,30026089,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/6/2025 2:44:01 PM,Yes,472044,171311,51.43623,-0.9649258,282,8/11/2021 2:39:02 PM,472044,171311
6004772,Cycling,BMX - Pump Track,30026092,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/1/2024 10:14:53 AM,Yes,516635,189075,51.58847,-0.317784,283,8/11/2021 2:46:35 PM,516635,189075
30009751,Cycling,BMX - Race Track,30026095,No,,,Yes,8,4,3,Various,No,5,8,36,8,,,,6,250,7,,50,7,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/2/2025 11:45:22 AM,Yes,442994,118380,50.96324,-1.389136,284,8/11/2021 4:02:56 PM,442994,118380
1039240,Cycling,Mountain Bike - Trails,30026114,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,10/1/2024 7:15:48 AM,Yes,447783,253460,52.17735,-1.302609,285,8/13/2021 1:38:07 PM,447783,253460
30009759,Cycling,Mountain Bike - Trails,30026115,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,Yes,7.5,No,0,7.5,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,1984,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/9/2024 4:12:51 PM,Yes,479558,251585,52.15684,-0.8384579,286,8/13/2021 1:45:46 PM,479558,251585
30009762,Cycling,Mountain Bike - Trails,30026118,,No,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,9.5,No,0,Yes,1.5,Yes,2,15,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2010,No,No,,No,No,,Detailed Timings,All Year,,,,11/27/2023 4:15:35 PM,Yes,511556,241609,52.06165,-0.3741614,287,8/13/2021 2:53:04 PM,511556,241609
30009763,Cycling,Mountain Bike - Trails,30026119,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,9.6,No,0,No,0,No,0,9.6,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2008,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/7/2023 11:05:20 AM,Yes,488931,208920,51.77191,-0.7125124,288,8/13/2021 3:04:21 PM,488931,208920
30009764,Cycling,Mountain Bike - Trails,30026120,,No,,,,,,,,,,,,,,,,,,,,,Yes,1.1,Yes,2.5,No,0,No,0,Yes,2.4,6,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2013,No,No,,No,No,,Detailed Timings,All Year,,,,11/27/2023 4:28:16 PM,Yes,392116,215711,51.83995,-2.115829,289,8/13/2021 3:50:52 PM,392116,215711
30009766,Cycling,Mountain Bike - Trails,30026123,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,3.6,No,0,No,0,Yes,0.1,3.7,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2001,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/23/2023 10:06:32 AM,Yes,355056,173347,51.45731,-2.648258,290,8/13/2021 4:47:19 PM,355056,173347
30009767,Cycling,Mountain Bike - Trails,30026124,,Yes,,,,,,,,,,,,,,,,,,,,,No,0,Yes,9,No,0,Yes,3.5,Yes,4,16.5,Operational,"Feb - October is open season. 
Only open weekends 9am - 4pm rest of year. ",,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/7/2023 11:17:14 AM,Yes,445848,84425,50.65769,-1.352742,291,8/13/2021 4:57:35 PM,445848,84425
30009768,Cycling,Mountain Bike - Trails,30026125,,No,,,,,,,,,,,,,,,,,,,,,Yes,11.9,Yes,7.58,Yes,3.92,No,0,Yes,9.68,33.08,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2017,No,No,,No,No,,Detailed Timings,All Year,,,,11/23/2023 10:12:01 AM,Yes,382965,142917,51.18523,-2.245103,292,8/13/2021 5:12:56 PM,382965,142917
30009773,Cycling,Mountain Bike - Trails,30026134,,No,,,,,,,,,,,,,,,,,,,,,Yes,1.02,Yes,1,No,0,No,0,Yes,2.4,4.42,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/22/2023 4:05:20 PM,Yes,423411,146608,51.21819,-1.66617,293,8/16/2021 1:44:29 PM,423411,146608
30009774,Cycling,Mountain Bike - Trails,30026135,,No,,,,,,,,,,,,,,,,,,,,,Yes,5.91,No,9.26,No,0,No,0,Yes,0,15.17,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2010,No,Yes,2016,No,No,,Detailed Timings,All Year,,,,11/24/2023 9:53:50 AM,Yes,381716,109403,50.88382,-2.261269,294,8/16/2021 3:06:14 PM,381716,109403
1011376,Cycling,Mountain Bike - Trails,30026136,,No,,,,,,,,,,,,,,,,,,,,,Yes,1.18,Yes,6.4,No,0,No,0,Yes,1.94,9.52,Operational,Southampton Bike Park.,Active Nation,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,7/25/2024 7:16:25 AM,Yes,440817,115791,50.94012,-1.420435,295,8/16/2021 3:22:51 PM,440817,115791
1100182,Cycling,Mountain Bike - Trails,30026138,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,6.9,No,0,Yes,6.5,No,0,13.4,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1990,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,3/6/2024 10:54:18 AM,Yes,410466,106055,50.85391,-1.852679,296,8/16/2021 4:38:24 PM,410466,106055
30009776,Cycling,Mountain Bike - Trails,30026140,,No,,,,,,,,,,,,,,,,,,,,,Yes,9.22,Yes,6.178,No,0,Yes,6,Yes,33.6,55,Operational,Total trails = 32881m,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2003,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/24/2023 10:17:37 AM,Yes,401887,317041,52.751,-1.973471,297,8/16/2021 5:01:49 PM,401887,317041
30009777,Cycling,Mountain Bike - Trails,30026141,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,Yes,3,No,0,3,Operational,Actual trail length = 33400m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1947,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/27/2023 12:36:11 PM,Yes,401940,291493,52.52133,-1.972833,298,8/16/2021 5:07:25 PM,401940,291493
30009779,Cycling,Mountain Bike - Trails,30026143,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,3.5,Yes,0,3.5,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1980,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,11/22/2023 1:55:52 PM,Yes,374619,288806,52.49658,-2.37528,299,8/16/2021 5:34:23 PM,374619,288806
30009780,Cycling,Mountain Bike - Trails,30026144,,No,,,,,,,,,,,,,,,,,,,,,Yes,0.879,Yes,4.544,No,0,Yes,10.589,Yes,8.473,24.49,Operational,"Total tracks = 24,485m",,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1991,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/22/2023 2:17:57 PM,Yes,339144,303700,52.62765,-2.900493,300,8/16/2021 5:50:17 PM,339144,303700
30009783,Cycling,Mountain Bike - Trails,30026156,,No,,,,,,,,,,,,,,,,,,,,,Yes,1.14,Yes,2.3,No,0,No,0,Yes,1.62,5.06,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/27/2023 1:24:01 PM,Yes,210005,52898,50.34527,-4.67174,301,8/17/2021 2:09:08 PM,210005,52898
30009784,Cycling,Mountain Bike - Trails,30026157,,Yes,,,,,,,,,,,,,,,,,,,,,No,0,Yes,10.5,No,0,No,0,Yes,5.2,15.7,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Detailed Timings,All Year,,,,11/27/2023 2:10:06 PM,Yes,292985,87534,50.67759,-3.515986,302,8/17/2021 2:17:47 PM,292985,87534
6000785,Cycling,Mountain Bike - Trails,30026158,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/30/2024 10:15:34 AM,Yes,222584,106585,50.83154,-4.520768,303,8/17/2021 2:21:09 PM,222584,106585
30009785,Cycling,Mountain Bike - Trails,30026159,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,Seasonal,April,,,12/5/2023 2:54:59 PM,Yes,369285,214023,51.82399,-2.447051,304,8/17/2021 2:28:00 PM,369285,214023
1043089,Cycling,BMX - Pump Track,30026333,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2019,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/5/2023 2:47:40 PM,Yes,294338,92519,50.72265,-3.498262,305,9/8/2021 12:14:11 PM,294338,92519
6005216,Cycling,BMX - Pump Track,30026602,No,,,No,,,,Concrete,No,,,,,,,,3,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2012,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/19/2024 12:23:52 PM,Yes,456879,115762,50.9385,-1.191853,306,10/28/2021 8:29:51 AM,456879,115762
30009929,Cycling,BMX - Pump Track,30026696,No,,,No,,,,Macadam,No,,,,,,,,1.5,48,,,,,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,No,No,No,No,No,No,No,No,No,No,No,,2014,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/7/2024 8:31:05 AM,Yes,580563,110113,50.86233,0.56441,307,11/9/2021 6:59:56 PM,580563,110113
6000752,Cycling,BMX - Pump Track,30026736,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/29/2024 4:14:49 PM,Yes,341675,497995,54.37411,-2.899348,308,11/18/2021 3:57:10 PM,341675,497995
6000051,Cycling,BMX - Pump Track,30026798,No,,,No,,,,Concrete,No,,,,,,,,1.5,90,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,,2008,Yes,Yes,2017,No,No,,Dawn To Dusk,All Year,,,,1/16/2024 9:31:34 AM,Yes,435208,212578,51.81075,-1.490689,309,11/26/2021 1:35:40 PM,435208,212578
1039536,Cycling,BMX - Pump Track,30026799,No,,,No,,,,Concrete,No,,,,,,,,3,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,No parking designated for Rec Users but there is local parking in the village hall car park and on the street. There are disabled toilets at the site but in premises which are currently leased.,2019,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/12/2024 12:34:02 PM,Yes,489770,215764,51.83329,-0.6985857,310,11/29/2021 11:55:23 AM,489770,215764
6006595,Cycling,BMX - Pump Track,30026903,No,,,No,,,,Dolomite Stone Dust,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2006,No,Yes,2021,No,No,,Dawn To Dusk,All Year,,,,3/10/2024 5:35:01 PM,Yes,394483,286840,52.47947,-2.082646,311,12/31/2021 11:57:09 AM,394483,286840
6012521,Cycling,BMX - Pump Track,30026929,No,,,No,,,,Macadam,No,,,,,,,,1,30,,,,,,,,,,,,,,,,Operational,,,6/1/2019 12:00:00 AM,,Free Public Access,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Parking: 3 bays in main car park and further parking close to the pavilion,2019,No,No,,No,No,,Dawn To Dusk,All Year,,,,6/11/2024 3:34:00 PM,Yes,560527,237388,52.01172,0.3376447,312,1/10/2022 1:24:04 PM,560527,237388
6015812,Cycling,BMX - Pump Track,30027113,No,,,No,,,,Concrete,No,,,,,,,,1,20,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2018,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/16/2024 9:20:37 AM,Yes,490480,235793,52.01322,-0.683027,313,2/3/2022 10:47:06 AM,490480,235793
